verb,object,label
 clench, water,0.07206872489630989
 clench, closet,0.09216899094318476
 clench, desk,0.11147987542567378
 clench, elephant,0.03423633749571769
 clench, fist,0.13079075990816283
 clench, skyscraper,0.048759522406066895
 climb, house,0.11915522272432284
 climb, rabbit,0.15331045811927102
 climb, air,0.025493941224787316
 climb, cake,0.07184890653598672
 climb, dog,0.04689980025730995
 climb, hill,0.13210193377248433
 climb, skyscraper,0.06566333665367463
 climb, wind,0.07932266784495495
 clip, paper,0.289124109103998
 clip, book,0.08024945134793558
 clip, dust,0.11622152351172703
 clip, hay,0.13891737413748265
 clip, oil,0.04712640933283872
 clip, rock,0.04427737918414412
 clip, wool,0.08621924093217374
 close, door,0.3373343006139725
 close, window,0.24263995665438337
 close, bottle,0.09518019278910965
 close, chair,0.06780621215143957
 close, rock,0.04465871203067497
 close, stove,0.13382888630942025
 construct, boat,0.2996205018179151
 construct, cat,0.08974190762574356
 construct, chair,0.11346389866442376
 construct, nest,0.23930487515947974
 construct, table,0.09814734524601652
 construct, window,0.1597214714864213
 contain, building,0.17441508993193983
 contain, dolphin,0.18325812964054902
 contain, house,0.07668738437165763
 contain, rabbit,0.0996997523406724
 contain, shells,0.2613197895915996
 contain, tree,0.11139669965805245
 cook, turkey,0.27816761302345944
 cook, egg,0.14664025187854668
 cook, monkey,0.14141956299333147
 cook, beer,0.08868187035858281
 cook, bug,0.10404361477789231
 cook, oven,0.08868187035858281
 cook, rabbit,0.030194257132333938
 cool, water,0.2011426481112768
 cool, air,0.06236297583068027
 cool, bike,0.17035079644883458
 cool, girl,0.13349036203514597
 cool, house,0.07707150643851345
 cool, man,0.12704398209474949
 cool, oil,0.0950473670056534
 count, beans,0.1899528578677423
 count, cat,0.09266674626746707
 count, cream,0.1320696289482195
 count, cup,0.0893915621728456
 count, egg,0.155912704428607
 count, pebbles,0.1040504216703971
 count, water,0.056961702523313514
 cover, cloud,0.22024221088234017
 cover, beans,0.11012110544117008
 cover, child,0.09368832631307288
 cover, face,0.13047495314698088
 cover, head,0.11856871549369224
 cover, pea,0.09821486778788144
 cover, vehicle,0.15082880085279166
 crash, scooter,0.3535929128496707
 crash, bike,0.13005718774276168
 crash, computer,0.19404652983521814
 crash, house,0.06158539674580307
 crash, pillow,0.10299973521549735
 crash, shirt,0.08027777491542888
 create, air,0.10680080869263876
 create, house,0.1250960783958302
 create, child,0.10463490080287138
 create, door,0.08520652560720186
 create, dust,0.12480650762898277
 create, moon,0.13517613940407458
 create, table,0.06022171870876552
 crop, air,0.16749074532322317
 crop, paper,0.25926649766544074
 crop, bush,0.13913226547373378
 crop, oil,0.0776289619683809
 crop, plant,0.21032978730643564
 crop, tree,0.0968221969367433
 crop, water,0.04932954532604266
 crush, rock,0.23669221404247273
 crush, egg,0.22852683523954204
 crush, bush,0.0881583313986268
 crush, child,0.09624852792564889
 crush, pebbles,0.05795399405325873
 crush, pillow,0.06768487849367834
 crush, plant,0.13657688744814567
 crush, worm,0.0881583313986268
 curb, train,0.40395757468284205
 curb, car,0.05456096513697461
 curb, door,0.07337580324512112
 curb, lion,0.08230563644077465
 curb, skyscraper,0.05911162955370212
 curb, smoke,0.04598588587672982
 cut, finger,0.15120266913064165
 cut, grape,0.13633398008961892
 cut, man,0.09220904775491183
 cut, oil,0.06781316843373501
 cut, pillow,0.09712410225822274
 cut, rock,0.06396814062258027
 cut, shirt,0.07352302751489054
 cut, water,0.04139478529842766
 cut, worm,0.12522840976632993
 damage, cup,0.20508280075566274
 damage, air,0.03834858750450341
 damage, chair,0.09804784942820748
 damage, oil,0.06578153750722707
 damage, pillow,0.09804784942820748
 damage, rabbit,0.07377414978000087
 damage, water,0.03669942788233202
 damage, wind,0.11109769856216391
 dampen, girl,0.1257924261653515
 dampen, oil,0.09132871383254117
 dampen, shirt,0.09804234984332656
 destroy, shirt,0.289751723073597
 destroy, air,0.0708637420252388
 destroy, apple,0.16471306719534676
 destroy, house,0.0844126929264119
 dig, dirt,0.31506523821008214
 dig, hay,0.14818606055139982
 dig, mud,0.09280016970488096
 dig, sand,0.08997324023049448
 dig, wind,0.08737271720281053
 dig, wool,0.09589672059074998
 drag, bag,0.1276293609150421
 drag, bike,0.10003091833668189
 drag, boat,0.08264595553329826
 drag, cart,0.1748092101264636
 drag, elephant,0.05685958709790981
 drag, purse,0.10003091833668189
 drag, skyscraper,0.07460092035380504
 drag, turtle,0.10858391917365373
 drag, wood,0.1748092101264636
 drain, ocean,0.4287565209550484
 drain, water,0.07467666768986678
 drain, pond,0.09673066063589518
 drain, sink,0.09673066063589518
 drain, swamp,0.1250680021151191
 draw, pumpkin,0.3634154024775929
 draw, picture,0.2790956910415001
 draw, gun,0.13954784552075006
 draw, laptop,0.07839321543940696
 draw, phone,0.13954784552075006
 drink, cup,0.23554411298295333
 drink, air,0.052898291113375365
 drink, beer,0.21843986827555673
 drink, mud,0.13463176168145854
 drink, ocean,0.15028744967687746
 drink, oil,0.08062224777527967
 drink, rock,0.07634463116385937
 drink, water,0.05123163733063955
 drive, car,0.19634661705831621
 drive, elephant,0.1684072648804624
 drive, house,0.045650314772165725
 drive, skyscraper,0.07779654838620456
 drive, tractor,0.1875739113582188
 drive, train,0.12756932265921422
 drive, truck,0.11004620216972809
 drop, gas,0.1786004788314822
 drop, grass,0.2219132745940024
 drop, skyscraper,0.11549536761000814
 drop, smoke,0.09550704755040287
 drop, spatula,0.1626955343006949
 drop, wind,0.1334337313925177
 dump, water,0.1172488321605411
 dump, bush,0.10461877972123504
 dump, cake,0.08263862567491252
 dump, dirt,0.14658814391607108
 dump, elephant,0.056158905065913846
 dump, gravel,0.18855750811090716
 dump, mud,0.09695272538345551
 dump, oil,0.054983361188619455
 dump, rice,0.10911834628391116
 eat, shovel,0.28150331670487366
 eat, air,0.022883803755546304
 eat, apple,0.07391147263056727
 eat, banana,0.09403237344860137
 eat, cat,0.043004704573580396
 eat, infant,0.07696991179780949
 eat, lake,0.06861898343905498
 eat, laptop,0.07391147263056727
 eat, rabbit,0.04402334676862777
 eat, rice,0.08038895589833456
 ejaculate, bird,0.167290515003635
 ejaculate, chair,0.10274500602530545
 ejaculate, oil,0.07315616009127411
 ejaculate, rock,0.06927467558458551
 ejaculate, soda,0.1801237047048707
 ejaculate, water,0.04648729061418631
 ejaculate, wind,0.11471197567565203
 enter, cup,0.35888978011149836
 enter, basket,0.18399244196142303
 enter, cave,0.21115840379896375
 enter, house,0.06196693216669179
 enter, room,0.18399244196142303
 erase, dust,0.21701939160808
 erase, house,0.08575098993493693
 erase, lake,0.15743627386460352
 erase, mud,0.16215532641268704
 erase, rust,0.20491722542188995
 erase, water,0.07014858408859193
 erect, building,0.2578563104420787
 erect, cake,0.19194495149908014
 erect, horse,0.09597247574954007
 erect, house,0.03793817490977037
 erect, pen,0.11176450979451025
 erect, skyscraper,0.06690872361740828
 erect, tree,0.061982874301596824
 erect, wall,0.09597247574954007
 erect, wind,0.07965950393647549
 etch, rock,0.19068681359465622
 etch, air,0.04080245214334255
 etch, house,0.05263201538093404
 etch, lake,0.11424349858661932
 etch, water,0.039222186848853015
 etch, wheel,0.17886333922936376
 exhale, house,0.11217236083484604
 exhale, oil,0.13417648952157565
 exhale, smoke,0.14334349384057818
 exhale, air,0.022496001613597355
 exhale, cream,0.07554535177647816
 exhale, feather,0.12756043619945398
 exhale, fume,0.1665312923275144
 exhale, pebbles,0.05530652701246442
 exhale, pillow,0.06602927651156777
 exhale, water,0.021293418585445825
 exhale, wind,0.07554535177647816
 fasten, rain,0.35975619718455626
 fasten, air,0.047903455799635467
 fasten, cat,0.08211167065588275
 fasten, dog,0.0772534540235363
 fasten, elephant,0.0772534540235363
 fasten, girl,0.10846972121435411
 fasten, man,0.10298051123113028
 fasten, rabbit,0.08384349824078828
 feed, arm,0.13487949147294861
 feed, man,0.10554913971129071
 feed, pebbles,0.09681862109813082
 feed, wall,0.14507632753546873
 feed, wolf,0.15117821894919362
 feed, worm,0.1396940778649732
 fill, cup,0.23390319561925207
 fill, bowl,0.22478582399010363
 fill, bucket,0.28594537893039496
 fill, sink,0.11239291199505182
 film, water,0.16373602100874152
 film, laptop,0.13040518459427972
 film, milk,0.11553969319776163
 film, oil,0.07765716484260285
 fish, house,0.09310503189917005
 fish, shark,0.2521838775929919
 fish, bike,0.06996053830863597
 fish, boot,0.12609193879649594
 fish, branch,0.12609193879649594
 fish, chair,0.05371325046252082
 fish, fish,0.07638074267359675
 fish, pole,0.12609193879649594
 fish, spatula,0.07638074267359675
 fix, car,0.13725633521405642
 fix, laptop,0.17835497220451463
 fix, machine,0.2983780877638416
 fix, man,0.14489809654477473
 fix, wheel,0.2411125082728125
 flatten, cup,0.15907542523273382
 flatten, cake,0.07843511795091176
 flatten, dough,0.10250729804749507
 flatten, tire,0.17472383833724506
 flatten, tree,0.06737559728500996
 flatten, wheel,0.1365703355735543
 flatten, worm,0.09841683280986355
 flip, cat,0.06969325075863748
 flip, cream,0.10534429202697411
 flip, lion,0.12168358154909543
 flip, man,0.08848224972032401
 flip, mountain,0.17049874230870263
 flip, table,0.07810193026287253
 fold, cloth,0.20199315245074698
 fold, paper,0.1389133360939059
 fold, pillow,0.15499063760526866
 fold, shirt,0.12168716313924964
 fold, house,0.025533824408604813
 fold, pebbles,0.04645965146632852
 fold, silk,0.14421875638873055
 fold, skyscraper,0.05241641223526055
 fracture, air,0.127000891245904
 fracture, glass,0.2898609406717941
 fracture, bone,0.14493047033589704
 fracture, candy,0.18436304177519203
 fracture, shirt,0.063500445622952
 freeze, pebbles,0.24844480437812655
 freeze, dog,0.07703499348461978
 freeze, fire,0.1729159054497932
 freeze, girl,0.10619995847896169
 freeze, man,0.10107145877626801
 freeze, oil,0.07561614393462669
 freeze, wolf,0.14711259671430837
 fry, apple,0.11282196836374325
 fry, cream,0.10322757138290199
 fry, meat,0.13816966283707727
 fry, turtle,0.12586521193280606
 fry, wolf,0.12586521193280606
 fuse, water,0.08075453764158617
 fuse, air,0.01979733089502162
 fuse, bone,0.11225800068521834
 fuse, house,0.027719700244942618
 fuse, laptop,0.07467309379811528
 fuse, monkey,0.07796217570789614
 fuse, shirt,0.041435587296493354
 fuse, spatula,0.08580756004912442
 fuse, tie,0.14655382566254055
 fuse, wind,0.06648276224321382
 grab, elephant,0.16130773489548225
 grab, hand,0.24093585914626606
 grab, air,0.03263667349340753
 grab, apple,0.0981777873738125
 grab, cloth,0.10649761616220879
 grab, house,0.042098790907296436
 grab, pin,0.10649761616220879
 grab, stairs,0.15818511359114418
 grasp, elephant,0.2387168757676708
 grasp, water,0.1722748461864378
 grasp, cup,0.08440453066061189
 grasp, hand,0.13916041871763166
 grasp, house,0.06470920674329184
 grasp, paper,0.10252864091390952
 grasp, skyscraper,0.11027641229994065
 grasp, smoke,0.08792906871050575
 grip, water,0.07326163003573904
 grip, air,0.017960411564281877
 grip, bread,0.08737498489411266
 grip, brush,0.13295565140456114
 grip, horse,0.07406407770232777
 grip, oven,0.11332512683715001
 grip, stick,0.0936946022697389
 grope, curtain,0.2904283813808621
 grope, stranger,0.32462851280308963
 grope, air,0.017593008062089712
 grope, cloud,0.06180281758794567
 grope, fire,0.07727171314786263
 grope, soda,0.08369188487765616
 halt, oil,0.1271569189622011
 halt, traffic,0.2943221794399907
 halt, ball,0.08516221341946816
 halt, boat,0.06642014746772017
 halt, bowling,0.14716108971999536
 halt, elephant,0.04382962921911669
 halt, girl,0.06268838869410161
 hang, mud,0.26640085147755743
 hang, rope,0.3255772130909914
 haul, ant,0.07438800221565713
 haul, elephant,0.04761292037317635
 haul, feather,0.12428108446444537
 haul, lion,0.08869841074286593
 haul, nail,0.11496342306088543
 haul, trash,0.13741359062345512
 haul, truck,0.09251325549831574
 haul, woman,0.09683816977822683
 heat, water,0.12047033798733707
 heat, clown,0.15061577089591366
 heat, cup,0.058948109535137794
 heat, desert,0.13932373268034945
 heat, girl,0.08252956295369449
 heat, man,0.07816375693905112
 heat, moon,0.15061577089591366
 heat, sand,0.09620122649843195
 heave, pumpkin,0.24106202590028222
 heave, bag,0.1117135185714544
 heave, box,0.1117135185714544
 heave, door,0.07804090353107553
 heave, dumbbell,0.09456121908233002
 heave, log,0.09928595824060833
 heave, paper,0.059462759279150235
 heave, pea,0.09928595824060833
 heave, pen,0.10487413858303671
 hit, brother,0.4017007400560207
 hit, ball,0.12136085067738328
 hit, closet,0.1478573571275923
 hit, pillow,0.09254688448983102
 hit, table,0.07936488155368572
 hit, wool,0.11283088083469676
 hold, dog,0.3738156088828629
 hold, cup,0.0785603009242963
 hold, house,0.06247596066037082
 hold, pebbles,0.09144299796350798
 hold, stick,0.1669369380374582
 hook, cream,0.11570011125402148
 hook, cup,0.07831182514054037
 hook, purse,0.13152059518050435
 hook, skyscraper,0.09937347300461256
 hook, stool,0.22605095589422747
 hook, train,0.15680871821946818
 hook, water,0.049901520672476295
 hug, cat,0.18474371529124511
 hug, door,0.2539078314646998
 hug, smoke,0.18474371529124511
 hug, table,0.19957702914143535
 hurl, truck,0.2448796439585204
 hurl, boat,0.0792854873694684
 hurl, house,0.04341662197277986
 hurl, purse,0.0959635599971241
 hurl, trolley,0.16770129079050114
 hurt, foot,0.1818292445961743
 hurt, chair,0.04659746392522549
 hurt, house,0.024092382246716133
 jail, cake,0.27953998421416726
 jail, book,0.12191942692526549
 jail, dog,0.07873850663643717
 jail, girl,0.1065852558092646
 jail, rabbit,0.08461721427415361
 jail, woman,0.14564869974480005
 kick, table,0.19766122711047857
 kick, air,0.03529768809406139
 kick, chair,0.08478527395170289
 kick, chef,0.154732424840562
 kick, elephant,0.05927903393206885
 kick, rain,0.11518084521739154
 kick, sand,0.09883061355523928
 kill, ant,0.12893507285924796
 kill, book,0.13653510343066183
 kill, dolphin,0.17969799558049068
 kill, lake,0.13653510343066183
 kill, man,0.11387896103970489
 kill, skyscraper,0.11387896103970489
 kiss, fish,0.20826956371899494
 kiss, elephant,0.04156450820996274
 kiss, girl,0.05944864451212059
 kiss, girlfriend,0.13955578522635473
 kiss, remote,0.13955578522635473
 kiss, smoke,0.04434783293957203
 knead, water,0.18275120534934575
 knead, clay,0.3099646863242903
 knead, hand,0.07968900685220046
 knead, knife,0.08599001854874117
 knead, pillow,0.06602012384766338
 knit, rug,0.22190868739123235
 knit, book,0.07574952866588638
 knit, cup,0.04533642868415099
 knit, wool,0.08159198714652569
 leak, gas,0.32785457165121085
 leak, air,0.04179632003846046
 leak, bowl,0.1299207133275851
 leak, rain,0.11874603531134716
 leak, water,0.04047945339815186
 leak, wind,0.09988704465722203
 lengthen, dough,0.1418705455915454
 lengthen, house,0.06622476712158978
 lengthen, brick,0.10129251118248842
 lengthen, pillow,0.03925046924814897
 lengthen, rabbit,0.028323501493261502
 lengthen, string,0.07723496894828981
 lick, frosting,0.3556784964909525
 lick, hand,0.09667806977950102
 lick, tongue,0.13091756433143178
 lick, wind,0.0910238168466802
 lick, wound,0.17783924824547626
 lift, man,0.21172180357290266
 lift, weight,0.36369101864953635
 lift, bar,0.18184550932476817
 lift, leaf,0.12137083422639647
 mask, hand,0.20902245499416974
 mask, building,0.10161886007178586
 mask, computer,0.13813811199852594
 mask, elephant,0.04597378152351756
 mask, face,0.13813811199852594
 mask, infant,0.08814069076379787
 mask, laptop,0.08463837492942458
 mask, rabbit,0.05041253268048425
 mask, skyscraper,0.06330234582155424
 mask, water,0.025078040383932375
 mince, bread,0.26974750841397915
 mince, meat,0.26974750841397915
 mince, cream,0.08083449412298442
 mince, oil,0.050300146206249036
 mince, paper,0.06359036535288404
 mince, vapor,0.10617789075834656
 move, cat,0.21380925511807464
 move, air,0.04671655476813596
 move, gorilla,0.1531306594442038
 move, horse,0.13272473885301148
 move, pebbles,0.0868746098967077
 move, tree,0.08880455060506914
 move, vapor,0.14521489246178584
 open, bottle,0.23315502085213075
 open, bowl,0.24266742998938648
 open, window,0.24266742998938648
 open, closet,0.1124574986274298
 open, cream,0.07609097540016788
 open, dog,0.04829787654976355
 open, rock,0.044663768591735
 pack, book,0.141101977163526
 pack, cake,0.12644408679284597
 pack, dumbbell,0.16856476464481446
 pack, purse,0.15575986753420604
 pack, smoke,0.09614274923043553
 pack, truck,0.16176111331731455
 pack, water,0.059098381048480184
 peel, apple,0.17924067795205523
 peel, banana,0.21555065923738517
 peel, orange,0.26354984362329714
 peel, bush,0.07422496307251365
 peel, key,0.11361993116898361
 peel, tree,0.05081398250368416
 pet, rabbit,0.14851751254977147
 pet, cup,0.04654060655629695
 pet, dolphin,0.11016021885768863
 pet, house,0.033545913967038064
 pet, infant,0.0896648779535446
 pet, skyscraper,0.06361050345264184
 pet, smoke,0.048866046273347764
 pet, table,0.05546466364180987
 pierce, tongue,0.3434264199162785
 pierce, ant,0.05656474623973319
 pierce, cheese,0.12156063673422964
 pierce, paper,0.045433053389306186
 pierce, shirt,0.03862936101985081
 pluck, ant,0.0842958184426189
 pluck, apple,0.09514143114193908
 pluck, atom,0.16936136196480564
 pluck, feather,0.133949455445393
 pluck, graph,0.16936136196480564
 pluck, leaf,0.1116070299916045
 pluck, string,0.133949455445393
 pluck, truck,0.10233408560344014
 poison, banana,0.2110551444350911
 poison, chair,0.14269578610685887
 poison, rabbit,0.11482244019229303
 poison, table,0.12343320429701483
 poison, tree,0.128293607394324
 poke, finger,0.22322953494996065
 poke, air,0.02430672805859001
 poke, arm,0.0731196082091936
 poke, baby,0.11781110411739047
 poke, bear,0.0731196082091936
 poke, bread,0.09236718784208696
 poke, rice,0.07931594485160376
 poke, rust,0.09236718784208696
 poke, trash,0.11781110411739047
 pour, milk,0.3170077934143942
 pour, cloud,0.08889467650400776
 pour, juice,0.13203877238920195
 pour, laptop,0.08195002820702862
 pour, legos,0.15361082033179904
 pour, sand,0.0762758373938295
 pour, water,0.026187093211656173
 puff, smoke,0.2172990144108683
 puff, vapor,0.34346362165604516
 puff, gas,0.15127905715047965
 puff, oxygen,0.17173181082802258
 puff, sand,0.11622649595458424
 pull, air,0.13585541062494275
 pull, rope,0.32407075525447854
 pull, car,0.07853460378999527
 pull, hill,0.15503504240317215
 pull, truck,0.11737557037259366
 punch, wall,0.6525661384605053
 punch, box,0.1390541500670068
 punch, bus,0.11960708159258825
 punch, girl,0.08877262987989976
 push, cup,0.13173134518884314
 push, basketball,0.12731272757941944
 push, bear,0.07901680262138215
 push, child,0.08971988485511977
 push, cloud,0.08571288211962269
 push, pin,0.08571288211962269
 push, plastic,0.12731272757941944
 ride, bike,0.23249269465858902
 ride, cat,0.15536427222250923
 ride, horse,0.09728300269443559
 ride, monkey,0.09340100845291702
 ride, pin,0.09728300269443559
 rip, dough,0.26543073311364485
 rip, shirt,0.1691249484087976
 rip, book,0.09163823558508517
 rip, paper,0.0689748082352034
 rip, purse,0.10239467285618925
 rip, rug,0.10679858243540176
 rip, table,0.06572145146366451
 rip, water,0.03146132640442785
 roll, bus,0.13704835008985594
 roll, cup,0.07540430863594882
 roll, flour,0.18894443442235814
 roll, log,0.1434340885586711
 roll, rock,0.06920991139425617
 roll, wheels,0.18894443442235814
 rotate, pen,0.2837603407903785
 rotate, car,0.06689375501413874
 rotate, desert,0.1256742343220959
 rotate, house,0.04221885498979413
 rotate, log,0.11169361542258685
 rotate, milk,0.08247840493083006
 rotate, monkey,0.09771299652307774
 rotate, sand,0.08779358955379452
 rub, meat,0.21621583485586277
 rub, shirt,0.11755704156761171
 rub, air,0.019876022622625424
 rub, mud,0.06653080397683211
 rub, pen,0.08865666834734116
 rub, potato,0.13382107006821553
 rub, rock,0.03325957113719042
 rub, rubber,0.09491857190703512
 scrape, board,0.30589621145498025
 scrape, air,0.03607922548199418
 scrape, chair,0.0816956410416534
 scrape, lake,0.09464228284944981
 scrape, oil,0.057040838859239655
 scrape, pebbles,0.07045978988550641
 scrape, plate,0.1461711705479628
 scrape, smoke,0.06184366933125068
 scratch, oil,0.1643857278335711
 scratch, toe,0.3712475315165942
 scratch, arm,0.10066913261256484
 scratch, milk,0.08825487894921367
 scratch, mud,0.09715263223003104
 scratch, smoke,0.06138628033373798
 seize, cat,0.1912036064838086
 seize, elephant,0.18288125651513587
 seize, car,0.07797922314348485
 seize, child,0.1263852813903213
 seize, pebbles,0.07610019606504782
 seize, smoke,0.06630167550143569
 seize, spatula,0.1263852813903213
 sever, arm,0.30640292463740193
 sever, bear,0.12309351137282809
 sever, chair,0.10004482878197032
 sever, paper,0.08884561107900749
 sever, pebbles,0.08691477802583243
 sever, shirt,0.07684610600213007
 sever, table,0.0850661334390345
 sew, blanket,0.21772225163414485
 sew, boat,0.12884286019898183
 sew, curtain,0.17730374920679848
 sew, dress,0.21772225163414485
 sew, mittens,0.21772225163414485
 sew, paper,0.0406866356917851
 shake, canoe,0.3494149515397639
 shake, door,0.22257230343049134
 shake, air,0.03098356840401533
 shake, car,0.065296581915064
 shake, elephant,0.05203388952454395
 shake, rock,0.04786482766060941
 shake, skyscraper,0.07048577533300877
 sharpen, log,0.21017897023113488
 sharpen, knife,0.07573075253317454
 sharpen, nail,0.0974016218712014
 sharpen, pencil,0.13444821769796034
 sharpen, pillow,0.05873492577961181
 sharpen, plastic,0.11592491978458086
 shove, child,0.1799553243692527
 shove, cream,0.05567423395187514
 shove, dolphin,0.08065339739670807
 shove, elephant,0.032125699329913604
 shove, infant,0.06528736567653157
 shove, snake,0.10460724543650096
 slam, cup,0.29097658975008417
 slam, door,0.2331030901621354
 slam, chair,0.07907991065664687
 slam, monkey,0.1019628622117526
 slam, oil,0.05521450573438784
 slam, rust,0.12311149640392545
 slam, window,0.1165515450810677
 slash, cleaver,0.24136730778391724
 slash, pillow,0.11121608762774239
 slash, purse,0.14043192983315944
 slash, shirt,0.08668158253877903
 slash, skin,0.19089961880853834
 slash, water,0.053282657670666686
 slice, dog,0.2365325028773409
 slice, dumbbell,0.15962574309335015
 slice, rabbit,0.09026815730423189
 slice, rock,0.07769466461148573
 slice, smoke,0.08851250620117365
 slice, table,0.0979804580250781
 slice, tree,0.10233371748673557
 slide, pebbles,0.31615138210136756
 slide, tree,0.1853552328982344
 slide, boat,0.08176144493771727
 slide, car,0.06828170068206796
 slide, ice,0.13840700715773452
 slide, kid,0.17707361881925962
 smash, glass,0.4665944828470582
 smash, laptop,0.1700822343742495
 smash, rock,0.10282636133492447
 smash, skyscraper,0.13638147486107102
 smash, table,0.12411544658269694
 snatch, car,0.264051033997105
 snatch, rabbit,0.2417570844671011
 snatch, bus,0.15291713998029569
 snatch, paper,0.09998691925180737
 snatch, tree,0.09998691925180737
 spill, apple,0.3050457176180602
 spill, chair,0.0979721179583508
 spill, cream,0.10993019362661216
 spill, milk,0.10662677317914615
 spill, paper,0.08647918505426606
 spill, rock,0.06452666303148474
 spill, sand,0.11349815952170951
 spill, smoke,0.07416497611677113
 spill, water,0.041756213893599306
 spin, ball,0.21868757018747995
 spin, bottle,0.2271213213486936
 spin, car,0.055508425033800775
 spin, pea,0.09653933604573815
 spin, scooter,0.09653933604573815
 squash, grape,0.3983793278716105
 squash, water,0.18448507046127186
