verb,subject,label
 drive,tit,0.08220333926010022
 dry,photo,1.0
 earn,person,1.0
 eat,people,0.05473790991451972
 eat,human,0.011036246711032887
 eat,cow,0.03125212686678996
 eat,animal,0.011136221710585172
 eat,family,0.02186353578897482
 eat,bag,0.01291133411970123
 eat,cat,0.005053718583068498
 eat,chicken,0.006143152491739225
 eat,child,-0.002396810342265244
 eat,chinchilla,0.01291133411970123
 eat,cornfield,0.007547677080506407
 eat,counterterrorist,0.01291133411970123
 eat,dinosaur,0.01291133411970123
 eat,earthworm,0.01291133411970123
 eat,frog,0.009527243305720226
 eat,giver,0.01291133411970123
 eat,islander,0.009527243305720226
 eat,marsupial,0.01291133411970123
 eat,penguin,0.01291133411970123
 eat,possum,0.009527243305720226
 eat,rhino,0.009527243305720226
 eat,vegetarian,0.01291133411970123
 eat,widow,0.006143152491739225
 eat,wolf,0.007547677080506407
 emit,abortion,0.12132226504475689
 emit,bulb,0.10642736998828067
 emit,lamp,0.09771441492806515
 emit,paprika,0.12132226504475689
 emit,pike,0.12132226504475689
 emit,pileup,0.10642736998828067
 emit,sixpence,0.09771441492806515
 enjoy,people,0.6108443473676112
 feed,person,0.22915504877520282
 feel,person,0.5116147959164149
 feel,throat,0.4883852040835851
 fight,firefighter,1.0
 find,person,1.0
 fix,spittoon,1.0
 freeze,person,1.0
 generate,stove,1.0
 give,bulb,0.1534341971360934
 give,fireplace,0.1732829014319533
 give,nightwear,0.1534341971360934
 give,panther,0.1732829014319533
 give,strawberry,0.1732829014319533
 give,transceiver,0.1732829014319533
 grill,person,0.210563067171646
 grill,spices,0.7894369328283539
 grow,person,0.06981979516927093
 grow,moose,0.26465746914574517
 grow,orchard,0.2999084958225671
 harm,gun,1.0
 have,everyone,0.006457441205153726
 have,human,-0.003682341686621303
 have,subcontractor,0.007676333417378816
 have,tablespoonful,0.007676333417378816
 have,tree,0.0054615337528071345
 have,barracuda,0.005757250063034112
 have,car,0.0017390122594628137
 have,correspondent,0.004578681035462844
 have,horse,0.0029175812870340812
 have,whale,0.0036645118762940257
 have,ape,0.003838166708689408
 have,axes,0.003838166708689408
 have,axle,0.003838166708689408
 have,baboon,0.003838166708689408
 have,backpack,0.003838166708689408
 have,badger,0.003838166708689408
 have,ballplayer,0.0027307668764035673
 have,bison,0.003838166708689408
 have,broccoli,0.003838166708689408
 have,bugler,0.003838166708689408
 have,burrow,0.003838166708689408
 have,canal,0.003838166708689408
 have,checkers,0.003838166708689408
 have,compost,0.003838166708689408
 have,condor,0.003838166708689408
 have,corn,0.003838166708689408
 have,cornfield,0.0027307668764035673
 have,cufflink,0.0019450541913560546
 have,denim,0.003838166708689408
 have,doctor,5.1941674022701506e-05
 have,egg,0.003838166708689408
 have,elm,0.003838166708689408
 have,flamethrower,0.003838166708689408
 have,fruit,0.003838166708689408
 have,goat,0.003838166708689408
 have,hand,0.00133560808524351
 have,herbivore,0.003838166708689408
 have,heron,0.003838166708689408
 have,hock,0.003838166708689408
 have,honker,0.003838166708689408
 have,horseshoe,0.003838166708689408
 have,iguana,0.003838166708689408
 have,juror,0.0027307668764035673
 have,landmark,0.003838166708689408
 have,lizard,0.0027307668764035673
 have,man,-0.0016649042643756846
 have,milk,0.0027307668764035673
 have,moon,0.00133560808524351
 have,mouse,0.0027307668764035673
 have,muskrat,0.003838166708689408
 have,opponent,0.003838166708689408
 have,photojournalist,0.0027307668764035673
 have,pickle,0.003838166708689408
 have,plating,0.003838166708689408
 have,postponement,0.0027307668764035673
 have,pump,0.003838166708689408
 have,rabbit,0.003838166708689408
 have,saucepan,0.003838166708689408
 have,shark,0.0019450541913560546
 have,shirt,0.003838166708689408
 have,snake,0.003838166708689408
 have,suture,0.003838166708689408
 have,tetherball,0.003838166708689408
 have,tiger,0.003838166708689408
 have,truck,0.003838166708689408
 have,turtle,0.003838166708689408
 have,tusk,0.0027307668764035673
 have,watch,0.0027307668764035673
 have,whetstone,0.0027307668764035673
 have,wienie,0.003838166708689408
 have,acetylene,0.001919083354344704
 have,adventurer,0.0009725270956780273
 have,aerialist,0.001919083354344704
 have,airlift,0.0009725270956780273
 have,alcohol,0.0009725270956780273
 have,alloy,0.001919083354344704
 have,almanac,0.001919083354344704
 have,ammo,0.001919083354344704
 have,angleworm,0.001919083354344704
 have,animated,0.001919083354344704
 have,antacid,0.001919083354344704
 have,apple,0.0009725270956780273
 have,arch,0.0009725270956780273
 have,armload,0.001919083354344704
 have,art,0.001919083354344704
 have,attack,0.001919083354344704
 have,aunt,0.001919083354344704
 have,avocado,0.001919083354344704
 have,backstreet,0.001919083354344704
 have,bagpipe,0.001919083354344704
 have,bagpipes,0.001919083354344704
 have,ball,0.001919083354344704
 have,bamboo,0.001919083354344704
 have,bangle,0.001919083354344704
 have,banister,0.001919083354344704
 have,banjo,0.001919083354344704
 have,barbwire,0.001919083354344704
 have,basement,0.001919083354344704
 have,bear,0.001919083354344704
 have,bed,0.001919083354344704
 have,bedpan,0.001919083354344704
 have,beef,0.001919083354344704
 have,belt,0.001919083354344704
 have,beverage,0.001919083354344704
 have,bikini,0.0009725270956780273
 have,bird,0.0009725270956780273
 have,bladder,0.001919083354344704
 have,blind,0.001919083354344704
 have,bloodworm,0.001919083354344704
 have,board,0.001919083354344704
 have,boat,-0.00027875221604492154
 have,bomber,0.001919083354344704
 have,boob,0.001919083354344704
 have,borough,0.001919083354344704
 have,bottle,0.00041882717953510703
 have,bouquet,0.001919083354344704
 have,bowl,2.5970837011350753e-05
 have,box,2.5970837011350753e-05
 have,brain,0.001919083354344704
 have,brake,0.001919083354344704
 have,breadwinner,0.001919083354344704
 have,breast,0.001919083354344704
 have,breath,0.001919083354344704
 have,bridge,0.001919083354344704
 have,brontosaurus,0.001919083354344704
 have,bucket,0.0009725270956780273
 have,buckskin,0.001919083354344704
 have,bulldog,0.0009725270956780273
 have,busboy,0.0009725270956780273
 have,bushel,0.001919083354344704
 have,cantaloupe,0.001919083354344704
 have,cap,0.001919083354344704
 have,caribou,0.001919083354344704
 have,carnation,0.0009725270956780273
 have,carriage,0.001919083354344704
 have,cars,0.001919083354344704
 have,casket,0.001919083354344704
 have,casserole,0.0009725270956780273
 have,cement,0.001919083354344704
 have,cemetery,0.001919083354344704
 have,ceramics,0.001919083354344704
 have,cereal,0.001919083354344704
 have,chainsaw,0.00041882717953510703
 have,chair,0.001919083354344704
 have,champ,0.001919083354344704
 have,checkbook,0.0009725270956780273
 have,checklist,0.001919083354344704
 have,chickadee,0.001919083354344704
 have,chicken,2.5970837011350753e-05
 have,child,-0.0023627225266275352
 have,chlorine,0.0009725270956780273
 have,chronograph,0.001919083354344704
 have,city,0.001919083354344704
 have,cityscape,0.001919083354344704
 have,clarinetist,0.0009725270956780273
 have,clitoris,0.001919083354344704
 have,clock,0.00041882717953510703
 have,cloud,0.0009725270956780273
 have,clubhouse,0.001919083354344704
 have,clubstick,0.001919083354344704
 have,computer,0.00041882717953510703
 have,concubine,0.0009725270956780273
 have,conservatory,0.001919083354344704
 have,consultant,0.001919083354344704
 have,contender,0.001919083354344704
 have,contestant,0.001919083354344704
 have,contracts,0.001919083354344704
 have,controller,0.0009725270956780273
 have,coonhound,0.001919083354344704
 have,coordinator,0.0009725270956780273
 have,corkboard,0.00041882717953510703
 have,countryman,0.001919083354344704
 have,crayfish,0.001919083354344704
 have,crop,0.001919083354344704
 have,crossword,0.0009725270956780273
 have,crow,0.001919083354344704
 have,delegate,0.001919083354344704
 have,detector,0.001919083354344704
 have,dignity,0.001919083354344704
 have,dog,2.5970837011350753e-05
 have,dolphin,0.0009725270956780273
 have,donkey,0.001919083354344704
 have,drain,0.001919083354344704
 have,drill,0.001919083354344704
 have,duck,0.00041882717953510703
 have,ducktail,0.001919083354344704
 have,eagle,0.001919083354344704
 have,eatery,0.001919083354344704
 have,electrode,0.001919083354344704
 have,elephant,0.001919083354344704
 have,emt,0.001919083354344704
 have,fabric,0.001919083354344704
 have,family,0.00041882717953510703
 have,fan,0.0009725270956780273
 have,feather,0.0009725270956780273
 have,ferryboat,0.001919083354344704
 have,fir,0.001919083354344704
 have,firefighter,0.0009725270956780273
 have,firefly,0.001919083354344704
 have,fisheye,0.001919083354344704
 have,flashlight,0.0009725270956780273
 have,flower,0.0009725270956780273
 have,flusher,0.001919083354344704
 have,flypaper,0.001919083354344704
 have,foundation,0.0009725270956780273
 have,frog,0.0009725270956780273
 have,froth,0.001919083354344704
 have,furniture,0.001919083354344704
 have,gauze,0.001919083354344704
 have,gazelle,0.001919083354344704
 have,glasshouse,0.001919083354344704
 have,goddaughter,0.00041882717953510703
 have,gold,0.001919083354344704
 have,golfing,0.001919083354344704
 have,goop,0.001919083354344704
 have,gopher,0.001919083354344704
 have,grandmother,0.001919083354344704
 have,grass,0.001919083354344704
 have,greenback,0.001919083354344704
 have,gumshoe,0.001919083354344704
 have,guy,0.0009725270956780273
 have,hacker,0.001919083354344704
 have,hamster,0.0009725270956780273
 have,handiwork,0.0009725270956780273
 have,hatchback,0.001919083354344704
 have,hayloft,0.001919083354344704
 have,highchair,0.001919083354344704
 have,holder,2.5970837011350753e-05
 have,hombre,0.001919083354344704
 have,home,0.001919083354344704
 have,hope,0.0009725270956780273
 have,horn,0.0009725270956780273
 have,hound,0.001919083354344704
 have,house,0.001919083354344704
 have,hovercraft,0.001919083354344704
 have,hyena,0.001919083354344704
 have,immigrant,0.001919083354344704
 have,insect,0.001919083354344704
 have,insomniac,0.001919083354344704
 have,islander,0.0009725270956780273
 have,jackknife,0.0009725270956780273
 have,japan,0.001919083354344704
 have,jelly,0.0009725270956780273
 have,jury,0.001919083354344704
 have,kangaroo,0.001919083354344704
 have,keys,0.001919083354344704
 have,kid,-0.0030838471954900966
 have,kink,0.001919083354344704
 have,kitten,0.0009725270956780273
 have,lamb,0.001919083354344704
 have,law,0.001919083354344704
 have,lawyer,0.00041882717953510703
 have,leaf,0.001919083354344704
 have,lecturer,0.001919083354344704
 have,letterhead,0.001919083354344704
 have,licence,0.001919083354344704
 have,ligament,0.001919083354344704
 have,lime,0.001919083354344704
 have,litmus,0.0009725270956780273
 have,lot,0.001919083354344704
 have,luggage,0.001919083354344704
 have,mademoiselle,0.001919083354344704
 have,madwoman,0.001919083354344704
 have,mailman,0.001919083354344704
 have,merchandise,0.001919083354344704
 have,millet,0.001919083354344704
 have,million,0.001919083354344704
 have,mockingbird,0.001919083354344704
 have,mongoose,0.001919083354344704
 have,monogram,0.0009725270956780273
 have,moose,0.0009725270956780273
 have,mousetrap,0.001919083354344704
 have,mug,0.0009725270956780273
 have,mugger,0.001919083354344704
 have,murder,0.0009725270956780273
 have,mustang,0.001919083354344704
 have,mutt,0.001919083354344704
 have,napkin,0.001919083354344704
 have,netting,0.001919083354344704
 have,newspaper,0.001919083354344704
 have,notepad,0.001919083354344704
 have,notes,0.001919083354344704
 have,nozzle,0.001919083354344704
 have,nutrition,0.001919083354344704
 have,obsidian,0.001919083354344704
 have,octopi,0.001919083354344704
 have,okra,0.001919083354344704
 have,opposite,0.001919083354344704
 have,orphan,0.001919083354344704
 have,ostrich,0.001919083354344704
 have,pain,0.00041882717953510703
 have,painting,0.001919083354344704
 have,palace,0.001919083354344704
 have,papaya,0.0009725270956780273
 have,parasite,0.0009725270956780273
 have,pavement,0.001919083354344704
 have,penthouse,0.001919083354344704
 have,people,-0.0043697003037679
 have,perfume,0.0009725270956780273
 have,pheasant,0.001919083354344704
 have,phone,0.001919083354344704
 have,picket,0.001919083354344704
 have,pig,0.001919083354344704
 have,pinball,0.0009725270956780273
 have,plaster,0.001919083354344704
 have,platform,0.001919083354344704
 have,platypus,0.001919083354344704
 have,player,0.001919083354344704
 have,playlist,0.001919083354344704
 have,politician,0.00041882717953510703
 have,pomegranate,0.001919083354344704
 have,postcard,0.001919083354344704
 have,potpourri,0.001919083354344704
 have,prison,0.001919083354344704
 have,pulpit,0.001919083354344704
 have,puma,0.001919083354344704
 have,pushbutton,0.001919083354344704
 have,ragamuffin,0.001919083354344704
 have,rainbow,0.001919083354344704
 have,rash,0.001919083354344704
 have,rattrap,0.001919083354344704
 have,ravioli,0.001919083354344704
 have,reindeer,0.001919083354344704
 have,remote,0.001919083354344704
 have,reptile,0.001919083354344704
 have,research,2.5970837011350753e-05
 have,revolver,0.0009725270956780273
 have,rhino,0.0009725270956780273
 have,riches,0.0009725270956780273
 have,ring,0.001919083354344704
 have,robe,0.001919083354344704
 have,robin,0.001919083354344704
 have,rock,2.5970837011350753e-05
 have,runway,0.0009725270956780273
 have,sand,0.00041882717953510703
 have,sap,0.001919083354344704
 have,sardine,0.001919083354344704
 have,satellite,0.0009725270956780273
 have,scan,0.001919083354344704
 have,school,0.0009725270956780273
 have,searcher,0.001919083354344704
 have,sedan,0.001919083354344704
 have,seller,0.001919083354344704
 have,shedder,0.001919083354344704
 have,sheep,0.001919083354344704
 have,shellfish,0.001919083354344704
 have,short,0.001919083354344704
 have,shower,0.0009725270956780273
 have,shrimp,0.001919083354344704
 have,simulation,0.001919083354344704
 have,sixpence,0.00041882717953510703
 have,snapper,0.001919083354344704
 have,soap,0.0009725270956780273
 have,sonnet,0.001919083354344704
 have,space,0.001919083354344704
 have,spearfish,0.001919083354344704
 have,spinach,0.0009725270956780273
 have,sportsman,0.001919083354344704
 have,spring,0.001919083354344704
 have,springboard,0.001919083354344704
 have,square,0.001919083354344704
 have,squid,0.001919083354344704
 have,squire,0.001919083354344704
 have,steeple,0.001919083354344704
 have,sticker,0.001919083354344704
 have,stone,0.0009725270956780273
 have,store,0.001919083354344704
 have,storybook,0.001919083354344704
 have,stretcher,0.001919083354344704
 have,stuffing,0.001919083354344704
 have,sunfish,0.001919083354344704
 have,supervisor,0.0009725270956780273
 have,suppository,0.0009725270956780273
 have,sushi,0.001919083354344704
 have,sweetheart,0.001919083354344704
 have,table,0.001919083354344704
 have,tailbone,0.001919083354344704
 have,tank,0.001919083354344704
 have,tape,0.001919083354344704
 have,tapeworm,0.001919083354344704
 have,team,0.001919083354344704
 have,telegrapher,0.001919083354344704
 have,telephone,0.001919083354344704
 have,thumbnail,0.001919083354344704
 have,toaster,0.001919083354344704
 have,toke,0.0009725270956780273
 have,trekker,0.001919083354344704
 have,triceratops,0.001919083354344704
 have,trucker,0.001919083354344704
 have,turnip,0.001919083354344704
 have,umbrella,0.001919083354344704
 have,uncle,0.0009725270956780273
 have,unicorn,0.001919083354344704
 have,verdict,0.001919083354344704
 have,veterinarian,0.001919083354344704
 have,voiceing,0.001919083354344704
 have,wagon,0.001919083354344704
 have,walk,0.001919083354344704
 have,wall,0.0009725270956780273
 have,warplane,0.001919083354344704
 have,warrior,0.001919083354344704
 have,watchdog,0.001919083354344704
 have,weeds,0.001919083354344704
 have,wheel,0.0009725270956780273
 have,whirlybird,0.001919083354344704
 have,window,0.001919083354344704
 have,wolf,0.00041882717953510703
 have,woman,-0.0005277290791315696
 have,workbench,0.001919083354344704
 have,worm,0.001919083354344704
 have,yellows,0.001919083354344704
 have,yellowtail,0.001919083354344704
 have,yolk,0.001919083354344704
 heal,gun,1.0
 hear,person,1.0
 help,cash,0.07096731649504082
 help,clock,0.07096731649504082
 help,crown,0.08927104719004256
 help,garden,0.08927104719004256
 help,group,0.08927104719004256
 help,hookers,0.08927104719004256
 help,jelly,0.07772267889320679
 help,maze,0.08927104719004256
 help,murder,0.07772267889320679
 help,speaker,0.07772267889320679
 help,testicle,0.08927104719004256
 hire,person,1.0
 hit,person,1.0
 hold,person,0.33183123375869045
 hold,bin,0.038468487714153204
 hold,beaker,0.019234243857076602
 hold,ccan,0.019234243857076602
 hold,crayon,0.019234243857076602
 hold,cup,0.010848247254107962
 hold,daggers,0.019234243857076602
 hold,eyes,0.019234243857076602
 hold,faceplate,0.019234243857076602
 hold,floodplain,0.01504124555559228
 hold,folder,0.019234243857076602
 hold,fork,0.01504124555559228
 hold,hand,0.009498403299045171
 hold,jug,0.019234243857076602
 hold,kitchenware,0.019234243857076602
 hold,large,0.019234243857076602
 hold,lectern,0.019234243857076602
 hold,litmus,0.01504124555559228
 hold,people,-0.0086234338619549
 hold,propeller,0.019234243857076602
 hold,sink,0.01504124555559228
 hold,throat,0.01504124555559228
 hold,thumb,0.019234243857076602
 hold,waterspout,0.019234243857076602
 hold,windsock,0.019234243857076602
 hunt,people,1.0
 hurt,duel,0.16974165330085164
 hurt,excavation,0.16974165330085164
 hurt,hurricaine,0.16974165330085164
 hurt,hymn,0.16974165330085164
 hurt,logos,0.16974165330085164
 imply,doctor,0.41491919737683586
 imply,gentlefolk,0.5850808026231642
 include,mammogram,1.0
 ingest,people,0.8061864640424504
 ingest,person,0.1938135359575496
 inhale,person,1.0
 involve,baptizer,0.017187788695000688
 involve,baseball,0.017187788695000688
 involve,clambake,0.011458525796667125
 involve,concert,0.011458525796667125
 involve,copilot,0.011458525796667125
 involve,informer,0.011458525796667125
 involve,kindergartener,0.011458525796667125
 involve,laptop,0.011458525796667125
 involve,letterbox,0.011458525796667125
 involve,registrar,0.011458525796667125
 involve,research,0.008430188570768462
 involve,rigger,0.011458525796667125
 involve,spinout,0.011458525796667125
 involve,statesman,0.011458525796667125
 involve,swimming,0.011458525796667125
 involve,syllabus,0.011458525796667125
 involve,tonic,0.011458525796667125
 involve,analyst,0.005729262898333563
 involve,apple,0.004215094285384231
 involve,army,0.005729262898333563
 involve,auctioneer,0.005729262898333563
 involve,author,0.005729262898333563
 involve,backpacker,0.005729262898333563
 involve,barometer,0.005729262898333563
 involve,bench,0.005729262898333563
 involve,brooder,0.005729262898333563
 involve,bucket,0.004215094285384231
 involve,building,0.005729262898333563
 involve,business,0.004215094285384231
 involve,busman,0.005729262898333563
 involve,cabdriver,0.005729262898333563
 involve,camera,0.0033293624270399062
 involve,carpentry,0.005729262898333563
 involve,carpet,0.004215094285384231
 involve,carrot,0.005729262898333563
 involve,cartographer,0.005729262898333563
 involve,catch,0.005729262898333563
 involve,ceremony,0.005729262898333563
 involve,chainsaw,0.0033293624270399062
 involve,checkbook,0.004215094285384231
 involve,chlorine,0.004215094285384231
 involve,cipher,0.005729262898333563
 involve,contract,0.005729262898333563
 involve,cook,0.0033293624270399062
 involve,coroner,0.005729262898333563
 involve,couch,0.005729262898333563
 involve,crackpot,0.005729262898333563
 involve,crawler,0.005729262898333563
 involve,creep,0.005729262898333563
 involve,crotch,0.005729262898333563
 involve,deli,0.005729262898333563
 involve,detective,0.005729262898333563
 involve,disgust,0.005729262898333563
 involve,doctor,0.0011867570594855683
 involve,doppelganger,0.005729262898333563
 involve,driver,0.005729262898333563
 involve,drunkenness,0.005729262898333563
 involve,epitaph,0.005729262898333563
 involve,exhibitionist,0.005729262898333563
 involve,firelight,0.005729262898333563
 involve,footnote,0.005729262898333563
 involve,fumigator,0.005729262898333563
 involve,geometry,0.005729262898333563
 involve,ghostbuster,0.005729262898333563
 involve,gunman,0.005729262898333563
 involve,hand,0.0022134722555298817
 involve,handicap,0.005729262898333563
 involve,handiwork,0.004215094285384231
 involve,harpsichord,0.005729262898333563
 involve,iodine,0.005729262898333563
 involve,itinerary,0.005729262898333563
 involve,jumping,0.005729262898333563
 involve,karate,0.005729262898333563
 involve,kayaker,0.005729262898333563
 involve,kin,0.005729262898333563
 involve,lawnmower,0.005729262898333563
 involve,lettering,0.005729262898333563
 involve,listener,0.005729262898333563
 involve,magazine,0.005729262898333563
 involve,maid,0.004215094285384231
 involve,mapping,0.005729262898333563
 involve,marcher,0.005729262898333563
 involve,migration,0.005729262898333563
 involve,model,0.005729262898333563
 involve,mongrel,0.004215094285384231
 involve,monologue,0.005729262898333563
 involve,moon,0.0022134722555298817
 involve,nurse,0.004215094285384231
 involve,ore,0.005729262898333563
 involve,park,0.005729262898333563
 involve,petitioner,0.005729262898333563
 involve,pheromone,0.005729262898333563
 involve,pie,0.004215094285384231
 involve,plane,0.005729262898333563
 involve,playwright,0.005729262898333563
 involve,poinsettia,0.005729262898333563
 involve,politician,0.0033293624270399062
 involve,postmaster,0.005729262898333563
 involve,printer,0.005729262898333563
 involve,professor,0.005729262898333563
 involve,refinery,0.004215094285384231
 involve,relight,0.005729262898333563
 involve,salesperson,0.005729262898333563
 involve,sandwich,0.005729262898333563
 involve,senator,0.005729262898333563
 involve,service,0.005729262898333563
 involve,shack,0.005729262898333563
 involve,sheik,0.005729262898333563
 involve,sitter,0.005729262898333563
 involve,skier,0.005729262898333563
 involve,sleazebag,0.004215094285384231
 involve,smokescreen,0.005729262898333563
 involve,sportswoman,0.004215094285384231
 involve,steersman,0.005729262898333563
 involve,talking,0.005729262898333563
 involve,teach,0.005729262898333563
 involve,technician,0.005729262898333563
 involve,teeth,0.005729262898333563
 involve,telemarketer,0.005729262898333563
 involve,theater,0.005729262898333563
 involve,throne,0.004215094285384231
 involve,throwing,0.005729262898333563
 involve,tonsillectomy,0.004215094285384231
 involve,tsar,0.005729262898333563
 involve,underwriter,0.005729262898333563
 involve,valet,0.005729262898333563
 involve,vampire,0.005729262898333563
 involve,violin,0.005729262898333563
 involve,walking,0.005729262898333563
 involve,warrant,0.005729262898333563
 involve,washbowl,0.005729262898333563
 involve,waterpipe,0.005729262898333563
 involve,webbing,0.004215094285384231
 involve,yard,0.004215094285384231
 keep,person,1.0
 kill,beacon,0.4195753170472789
 kill,hope,0.3764543251903061
 kill,human,0.20397035776241496
 lay,chicken,0.10363537665509628
 lay,fowl,0.1364565713499909
 lay,goose,0.12004597400254359
 lay,moth,0.1364565713499909
 lay,striptease,0.1364565713499909
 lay,thoroughbred,0.1364565713499909
 lead,person,1.0
 lift,person,1.0
 light,person,1.0
 like,people,0.19490134002882317
 like,child,0.06183341528500843
 like,dachshund,0.065524785792769
 like,hamster,0.055702884381109874
 like,mouse,0.04995744036950909
 like,neat,0.04995744036950909
 like,sundial,0.065524785792769
 like,temptress,0.065524785792769
 love,kid,1.0
 make,mute,0.02084089602257845
 make,person,-0.018477922000865225
 make,accordion,0.010420448011289225
 make,adult,0.006725307632741684
 make,alcohol,0.008089074002840283
 make,artist,0.008089074002840283
 make,axe,0.010420448011289225
 make,baby,0.010420448011289225
 make,bachelorette,0.010420448011289225
 make,bat,0.010420448011289225
 make,battery,0.010420448011289225
 make,blaster,0.010420448011289225
 make,bluff,0.010420448011289225
 make,camera,0.006725307632741684
 make,cat,0.005007165201381459
 make,collarbone,0.008089074002840283
 make,confetti,0.010420448011289225
 make,corkboard,0.006725307632741684
 make,crepe,0.010420448011289225
 make,cricket,0.010420448011289225
 make,crust,0.010420448011289225
 make,cufflink,0.00575769999439134
 make,cutter,0.008089074002840283
 make,dead,0.010420448011289225
 make,dj,0.010420448011289225
 make,dog,0.00575769999439134
 make,drum,0.010420448011289225
 make,duck,0.006725307632741684
 make,electrons,0.010420448011289225
 make,fight,0.010420448011289225
 make,fingerprint,0.010420448011289225
 make,fireworks,0.010420448011289225
 make,fish,0.006725307632741684
 make,flounder,0.010420448011289225
 make,flute,0.010420448011289225
 make,goose,0.008089074002840283
 make,gravel,0.010420448011289225
 make,guide,0.010420448011289225
 make,hairdryer,0.008089074002840283
 make,halfpenny,0.008089074002840283
 make,hammock,0.008089074002840283
 make,hand,0.005007165201381459
 make,heart,0.010420448011289225
 make,hemoglobin,0.010420448011289225
 make,hernia,0.008089074002840283
 make,hobby,0.010420448011289225
 make,honeybee,0.010420448011289225
 make,horn,0.008089074002840283
 make,impostor,0.010420448011289225
 make,institution,0.010420448011289225
 make,kettledrum,0.010420448011289225
 make,kitten,0.008089074002840283
 make,machinery,0.008089074002840283
 make,mare,0.010420448011289225
 make,men,0.010420448011289225
 make,moon,0.005007165201381459
 make,morphine,0.010420448011289225
 make,name,0.010420448011289225
 make,outer,0.010420448011289225
 make,paint,0.010420448011289225
 make,pamphlet,0.008089074002840283
