verb,object,label
 grow, truckload,0.1637071411625874
 harm, people,1.0
 hate, rose,1.0
 have, wheel,0.10357548698279015
 have, leg,0.10000391846614225
 have, color,0.033561971367466255
 have, handle,0.035715685166479376
 have, tail,0.028572548133183495
 have, eye,0.023215195358211593
 have, feeling,0.02142941109988762
 have, screen,0.02142941109988762
 have, wing,0.01964362684156366
 have, brain,0.015541012718708664
 have, hair,0.016646699617769992
 have, leave,0.016646699617769992
 have, job,0.01104890322487363
 have, engine,0.010265005710022987
 have, lot,0.0027281487681872405
 have, motor,0.012500489808267781
 have, door,0.006819951419318776
 have, feather,0.01071470554994381
 have, flower,0.01071470554994381
 have, root,0.01071470554994381
 have, scent,0.009539394506285387
 have, shape,0.0032364417219819027
 have, arm,0.008928921291619844
 have, claw,0.008928921291619844
 have, horn,0.007770506359354332
 have, thorns,0.008928921291619844
 have, tooth,0.008928921291619844
 have, window,0.005942663210505781
 have, child,0.006008908798624693
 have, fin,0.007143137033295874
 have, finger,0.005082176852812284
 have, hoove,0.007143137033295874
 have, odor,0.006008908798624693
 have, shell,0.007143137033295874
 have, skin,0.007143137033295874
 have, wall,0.007143137033295874
 have, antler,0.005357352774971905
 have, function,0.004260646885662775
 have, head,0.005357352774971905
 have, lid,0.003409975709659388
 have, money,-0.0031575808208727765
 have, nose,0.005357352774971905
 have, pit,0.005357352774971905
 have, spot,0.005357352774971905
 have, ability,0.003571568516647937
 have, baby,0.002541088426406142
 have, battery,-0.0018673595913034676
 have, drawer,0.003571568516647937
 have, electron,0.003571568516647937
 have, electrtical,0.003571568516647937
 have, glass,0.002541088426406142
 have, hand,0.0007794710766249264
 have, hole,0.0018099511668667211
 have, legg,0.003571568516647937
 have, mind,0.002541088426406142
 have, mouth,0.003571568516647937
 have, peel,0.003571568516647937
 have, pouch,0.003571568516647937
 have, purpose,-0.0011855729428677064
 have, roof,0.003571568516647937
 have, sugar,0.002541088426406142
 have, switch,0.003571568516647937
 have, tusk,0.0018099511668667211
 have, udder,0.003571568516647937
 have, value,0.003571568516647937
 have, weight,0.003571568516647937
 have, alcohol,2.4166908542752772e-05
 have, base,0.0017857842583239684
 have, bath,0.0017857842583239684
 have, belt,0.0017857842583239684
 have, branch,0.0017857842583239684
 have, bubble,0.0017857842583239684
 have, building,0.0009049755834333606
 have, cap,0.0017857842583239684
 have, cell,0.0017857842583239684
 have, component,0.0009049755834333606
 have, cord,0.0017857842583239684
 have, corner,0.0017857842583239684
 have, cover,0.0017857842583239684
 have, crane,0.0017857842583239684
 have, dot,0.0017857842583239684
 have, end,0.0017857842583239684
 have, fang,0.0017857842583239684
 have, foot,0.0017857842583239684
 have, friend,0.0009049755834333606
 have, fuel,0.0003897355383124632
 have, gill,0.0017857842583239684
 have, headboard,0.0017857842583239684
 have, heart,0.0017857842583239684
 have, hood,0.0017857842583239684
 have, jade,0.0009049755834333606
 have, jewel,0.0017857842583239684
 have, leafs,0.0017857842583239684
 have, liquid,0.0009049755834333606
 have, liquor,0.0017857842583239684
 have, lung,0.0017857842583239684
 have, mailbox,0.0017857842583239684
 have, needle,0.0017857842583239684
 have, noodle,0.0017857842583239684
 have, one,0.0017857842583239684
 have, parasite,0.0017857842583239684
 have, parent,0.0017857842583239684
 have, pattern,0.0017857842583239684
 have, paw,0.0017857842583239684
 have, petal,0.0017857842583239684
 have, pilot,0.0017857842583239684
 have, pincer,0.0017857842583239684
 have, plant,-0.0011401988250156502
 have, plug,0.0017857842583239684
 have, poison,0.0009049755834333606
 have, sauce,0.0017857842583239684
 have, stuffing,0.0017857842583239684
 have, technology,-0.0004910731365781447
 have, tine,0.0017857842583239684
 have, trailer,0.0017857842583239684
 have, tree,-0.0004910731365781447
 have, trunk,0.0017857842583239684
 have, wafe,0.0009049755834333606
 have, water,-0.002869643866335967
 have, whisker,0.0017857842583239684
 have, wiring,0.0017857842583239684
 have, word,0.0017857842583239684
 heal, people,1.0
 hear, brain,0.1358989392768119
 hear, malaria,0.22598201484690247
 hear, mosquito,0.22598201484690247
 hear, sky,0.1861550161824807
 help, human,0.25184907564980813
 help, person,0.05494883698391004
 hire, loner,1.0
 hit, tearoom,1.0
 hold, thing,0.06096807474801424
 hold, something,0.03067890855338063
 hold, trash,0.03633030800622869
 hold, beverage,0.021131649795658805
 hold, airplane,0.009470142382383223
 hold, anything,0.0026459440387503913
 hold, aphid,0.009470142382383223
 hold, baseball,0.009470142382383223
 hold, book,0.009470142382383223
 hold, brochure,0.012110102668742894
 hold, cabin,0.009470142382383223
 hold, carport,0.012110102668742894
 hold, clergy,0.012110102668742894
 hold, cookbook,0.012110102668742894
 hold, copper,0.012110102668742894
 hold, cytoplasm,0.012110102668742894
 hold, doggy,0.012110102668742894
 hold, fan,0.007925864611469732
 hold, ferryboat,0.012110102668742894
 hold, food,0.0001680787518649124
 hold, galaxy,0.012110102668742894
 hold, game,0.009470142382383223
 hold, ghost,0.006830182096023553
 hold, granite,0.009470142382383223
 hold, headwind,0.009470142382383223
 hold, herdsman,0.012110102668742894
 hold, hickey,0.009470142382383223
 hold, highchair,0.012110102668742894
 hold, house,0.006830182096023553
 hold, ice,0.009470142382383223
 hold, jade,0.009470142382383223
 hold, job,0.0029773405821634773
 hold, lavatory,0.012110102668742894
 hold, law,0.012110102668742894
 hold, light,0.0008957427339172441
 hold, linoleum,0.009470142382383223
 hold, lionfish,0.012110102668742894
 hold, liquid,0.009470142382383223
 hold, mail,0.012110102668742894
 hold, massive,0.012110102668742894
 hold, money,-0.0005811234079248691
 hold, object,0.00598030471045749
 hold, park,0.007925864611469732
 hold, people,-0.00014949324782791566
 hold, poultry,0.012110102668742894
 hold, pretzel,0.012110102668742894
 hold, rash,0.012110102668742894
 hold, ruler,0.012110102668742894
 hold, sage,0.012110102668742894
 hold, sedative,0.012110102668742894
 hold, seminary,0.012110102668742894
 hold, sewer,0.012110102668742894
 hold, shower,0.012110102668742894
 hold, smidgen,0.012110102668742894
 hold, stuff,0.009470142382383223
 hold, sun,0.006830182096023553
 hold, swimsuit,0.012110102668742894
 hold, tearoom,0.004190221809663884
 hold, tissue,0.012110102668742894
 hold, titanium,0.012110102668742894
 hold, tonic,0.012110102668742894
 hold, tribe,0.012110102668742894
 hold, truffle,0.012110102668742894
 hold, up,0.012110102668742894
 hold, viewfinder,0.012110102668742894
 hold, vise,0.009470142382383223
 hold, vitamins,0.012110102668742894
 hold, yolk,0.012110102668742894
 hunt, deer,1.0
 hurt, person,0.7553601721374519
 hurt, people,0.08312481746187748
 imply, title,1.0
 include, object,1.0
 ingest, beef,0.5254708293963612
 ingest, midsection,0.47452917060363875
 inhale, puncture,1.0
 involve, food,0.05419391220740575
 involve, writing,0.06854428757491327
 involve, water,0.01177492440342551
 involve, entertainment,0.03188966348332845
 involve, people,0.013240872474735123
 involve, plant,0.02521446824658604
 involve, animal,0.02508497884518104
 involve, more,0.014321367453010717
 involve, cleaning,0.020563286272473974
 involve, computer,0.016558169130428537
 involve, room,0.020563286272473974
 involve, weapon,0.01830772126901673
 involve, art,0.013708857514982652
 involve, breathing,0.013708857514982652
 involve, construction,0.010085787298634415
 involve, degree,0.004343356868242777
 involve, education,0.0058470668705476085
 involve, fighting,0.013708857514982652
 involve, group,0.010085787298634415
 involve, human,0.00529634898989405
 involve, music,0.006462717082286181
 involve, number,0.010085787298634415
 involve, parenthood,0.013708857514982652
 involve, sale,0.013708857514982652
 involve, shooting,0.013708857514982652
 involve, sport,0.013708857514982652
 involve, support,0.013708857514982652
 involve, transportation,0.013708857514982652
 involve, typing,0.013708857514982652
 involve, weather,0.013708857514982652
 involve, wood,0.011589497300939248
 involve, babysitting,0.006854428757491326
 involve, budgeting,0.006854428757491326
 involve, building,0.005042893649317207
 involve, car,0.0008366393867729072
 involve, childrean,0.006854428757491326
 involve, chisel,0.006854428757491326
 involve, comedy,0.006854428757491326
 involve, competition,0.006854428757491326
 involve, crime,0.006854428757491326
 involve, door,0.0008366393867729072
 involve, ethnicity,0.006854428757491326
 involve, extermination,0.006854428757491326
 involve, function,0.0032313585411430906
 involve, game,0.005042893649317207
 involve, girl,0.006854428757491326
 involve, hand,0.0021716784341213884
 involve, health,0.006854428757491326
 involve, industry,0.006854428757491326
 involve, job,0.0005875469260022467
 involve, kid,0.005042893649317207
 involve, landscaping,0.006854428757491326
 involve, lot,-0.0011024084601172575
 involve, luck,0.006854428757491326
 involve, machinery,0.006854428757491326
 involve, market,0.006854428757491326
 involve, math,0.006854428757491326
 involve, meeting,0.006854428757491326
 involve, money,-0.0018542634612696738
 involve, motion,0.006854428757491326
 involve, movement,0.005042893649317207
 involve, office,0.005042893649317207
 involve, organizing,0.006854428757491326
 involve, paper,0.006854428757491326
 involve, plumbing,0.006854428757491326
 involve, product,0.005042893649317207
 involve, racquet,0.006854428757491326
 involve, reunion,0.006854428757491326
 involve, secretary,0.006854428757491326
 involve, service,0.00036014332594727053
 involve, shopping,0.006854428757491326
 involve, sky,0.003983213542295506
 involve, snow,0.006854428757491326
 involve, something,-0.001451391782226847
 involve, speech,0.006854428757491326
 involve, supernatural,0.006854428757491326
 involve, surveillance,0.006854428757491326
 involve, teacher,0.005042893649317207
 involve, touch,0.006854428757491326
 involve, training,0.0032313585411430906
 involve, travel,0.006854428757491326
 involve, type,0.003983213542295506
 involve, view,0.006854428757491326
 involve, voting,0.006854428757491326
 involve, work,0.003983213542295506
 involve, zoning,0.006854428757491326
 keep, excavation,0.23581986622947265
 keep, wineglass,0.26418013377052735
 kill, bacteria,0.3963948344017751
 kill, leviathan,0.3963948344017751
 kill, people,0.2072103311964498
 lay, egg,1.0
 lead, enough,1.0
 lift, component,0.135142719244951
 lift, foyer,0.135142719244951
 lift, guidebook,0.15314304100673196
 lift, schoolbook,0.135142719244951
 lift, store,0.15314304100673196
 light, menthol,1.0
 like, bone,0.08873930869499537
 like, cheeseburger,0.07543764382427687
 like, sunshine,0.08873930869499537
 like, car,0.022276067226089644
 like, cognac,0.044369654347497685
 like, comma,0.037718821912138434
 like, cornea,0.044369654347497685
 like, embassy,0.044369654347497685
 like, people,0.013484144975400111
 like, prison,0.044369654347497685
 like, ringtail,0.044369654347497685
 like, seashore,0.044369654347497685
 like, sewage,0.037718821912138434
 like, sideline,0.044369654347497685
 like, streamliner,0.044369654347497685
 like, wheatgrass,0.044369654347497685
 love, eggnog,1.0
 make, noise,0.5897303675784094
 make, something,0.016306124320321323
 make, call,0.0193354218878167
 make, food,0.004092749197469925
 make, hole,0.015009494635666476
 make, smell,0.008153062160160662
 make, brain,0.0019135674540052203
 make, campfire,0.00966771094390835
 make, honey,0.00966771094390835
 make, light,0.00047959824612618267
 make, milk,0.00966771094390835
 make, money,-0.0007304228901353978
 make, showcase,0.00966771094390835
 make, thing,-0.0004991691929895789
 manage, people,1.0
 measure, anything,1.0
 melt, popsicle,0.5
 melt, rock,0.5
 milk, razorback,1.0
 mix, something,1.0
 mold, ammonia,1.0
 move, bioluminescence,0.08273317991336533
 move, canteen,0.11034209787637386
 move, craps,0.11034209787637386
 move, gyro,0.08846254804794625
 move, mountain,0.08846254804794625
 move, skyscraper,0.11034209787637386
 move, speed,0.11034209787637386
 need, electricity,0.09843426580788141
 need, water,0.15810495351617188
 need, battery,0.030810623220306765
 need, blacktop,0.06436062828241258
 need, boat,0.07522715746419181
 need, mount,0.06436062828241258
 need, phone,0.05349409910063336
 need, power,0.04999585806310524
 need, rain,0.06436062828241258
 need, something,0.02540452865274191
 need, sunlight,0.05349409910063336
 need, windpipe,0.07522715746419181
 open, lid,0.18997624563378193
 open, anything,0.062088168111136356
 open, bottle,0.09966830784324357
 open, egg,0.06812197603392518
 open, gal,0.11420629039487559
 open, grille,0.11420629039487559
 open, sugar,0.0911641332144004
 operate, engine,0.43408640091597245
 operate, whirlybird,0.28295679954201375
 own, chips,0.14676303861050735
 own, concert,0.14676303861050735
 own, freedom,0.14676303861050735
 own, pet,0.14676303861050735
 pay, $,0.5967124246787316
 pay, more,0.1474985939242332
 perform, job,1.0
 pet, rooster,1.0
 play, music,0.6048611125234998
 pour, chair,1.0
 power, itself,1.0
 practice, skydiving,1.0
 prepare, food,0.3595754711600984
 prepare, locust,0.6404245288399015
 produce, information,0.2551033389593842
 produce, fruit,0.13787080888391237
 produce, light,0.10605783972544758
 produce, water,0.0796098686288769
 produce, scent,0.05864459950390383
 produce, something,0.03598664282506291
 protect, house,1.0
 provide, service,0.6813323262679848
 provide, shelter,0.1891408279153601
 provide, warmth,0.06304694263845338
 purchase, foam,1.0
 push, dollar,1.0
 put, piece,1.0
 read, grain,0.12504740087087035
 read, narcotics,0.10969516595859265
 read, newspaper,0.12504740087087035
 read, poison,0.10969516595859265
 read, shavings,0.12504740087087035
 read, tearoom,0.07899069613403722
 reflect, object,1.0
 remove, something,1.0
 replace, group,1.0
 represent, group,1.0
 require, electricity,0.21237194750742233
 require, degree,0.07402050622670386
 require, education,0.0821134142494414
 require, water,0.022427007750838904
 require, communication,0.05096185625348219
 require, battery,0.01730847456084873
 require, more,0.019649282970146766
 require, construction,0.019909722057203823
 require, electric,0.02222198149227169
 require, electricty,0.019909722057203823
 require, hand,0.01665077542273442
 require, labor,0.025480928126741097
 require, power,0.01811619430101278
 require, skill,0.025480928126741097
 require, sorce,0.025480928126741097
 require, sunlight,0.019909722057203823
 require, uniform,0.015411781415165709
 require, use,0.025480928126741097
 require, work,0.02222198149227169
 require, attire,0.007169257993833275
 require, binocular,0.012740464063370548
 require, blood,0.012740464063370548
 require, cable,0.00832538771136721
 require, cage,0.012740464063370548
 require, cement,0.012740464063370548
 require, college,0.012740464063370548
 require, human,0.0034868910809691183
 require, license,0.012740464063370548
 require, office,0.009954861028601911
 require, opener,0.012740464063370548
 require, person,0.002134684638045581
 require, prescription,0.012740464063370548
 require, refrigeration,0.012740464063370548
 require, source,0.009954861028601911
 require, tool,0.00832538771136721
 ride, billiard,0.09542574063970541
 ride, doorkeeper,0.08308118288449441
 ride, filer,0.09542574063970541
 ride, ground,0.0707366251292834
 ride, mouse,0.07586007950970944
 ride, octopi,0.08308118288449441
 ride, pegboard,0.08308118288449441
 ride, propeller,0.09542574063970541
 ride, schoolbook,0.08308118288449441
 ride, sidebar,0.08308118288449441
 roll, fork,1.0
 ruin, tuxedo,1.0
 run, car,1.0
 save, life,1.0
 scare, people,1.0
 seat, more,1.0
 see, acupuncture,0.028021503023645315
 see, airstrip,0.028021503023645315
 see, amaretto,0.023374292879037088
 see, atom,0.028021503023645315
 see, bandleader,0.028021503023645315
 see, bass,0.023374292879037088
 see, bottle,0.023374292879037088
 see, browser,0.023374292879037088
 see, carriage,0.028021503023645315
 see, charter,0.028021503023645315
 see, drainage,0.028021503023645315
 see, drill,0.023374292879037088
 see, driveway,0.028021503023645315
 see, eczema,0.028021503023645315
 see, eyeball,0.028021503023645315
 see, fedora,0.028021503023645315
 see, goldsmith,0.023374292879037088
 see, growl,0.028021503023645315
 see, highschool,0.028021503023645315
 see, hotbed,0.028021503023645315
 see, hydroplane,0.028021503023645315
 see, imagination,0.028021503023645315
 see, knoll,0.028021503023645315
 see, man,0.023374292879037088
 see, merchandiser,0.023374292879037088
 see, park,0.020655849211470338
 see, person,0.010327924605735169
 see, precipitation,0.028021503023645315
 see, tearoom,0.014079872589820646
 see, thought,0.028021503023645315
 see, thoughts,0.028021503023645315
 see, toehold,0.023374292879037088
 see, typist,0.020655849211470338
 sell, thing,0.05849096363019192
 sell, ice,0.052702792954632476
 sell, inquisitor,0.052702792954632476
 sell, insurance,0.061389271301826934
 sell, lather,0.061389271301826934
 sell, pillow,0.061389271301826934
 sell, pitcher,0.061389271301826934
 sell, product,0.052702792954632476
 sell, signal,0.061389271301826934
 sell, stewpot,0.061389271301826934
 sell, stuff,0.052702792954632476
 sell, table,0.061389271301826934
 sell, taste,0.061389271301826934
 send, fax,1.0
 separate, finger,1.0
 serve, purpose,0.8419203058512814
 serve, humblepie,0.07903984707435921
 serve, lime,0.07903984707435921
 shape, clay,0.5
 shape, weeds,0.5
 share, avocado,0.30968475598501405
 share, dice,0.3451576220074929
 share, earplugs,0.3451576220074929
 smash, chinaware,0.14529686978538253
 smash, fodder,0.14529686978538253
 smash, headphone,0.14529686978538253
 smash, keratin,0.14529686978538253
 smash, midwife,0.14529686978538253
 smash, scar,0.1282187812877047
 smash, signature,0.14529686978538253
 smell, alcohol,0.07389573823227269
 smell, armpit,0.09913456938628931
 smell, browser,0.086515153809281
 smell, constellation,0.09913456938628931
 smell, foyer,0.086515153809281
 smell, polygraph,0.09913456938628931
 smell, radon,0.09913456938628931
 smell, romaine,0.09913456938628931
 smell, router,0.07913326891571473
 smoke, cigarette,0.16991040014272904
 smoke, hickey,0.1504479992863548
 smoke, inks,0.16991040014272904
 smoke, storybook,0.16991040014272904
 solve, problem,1.0
 speak, language,0.6666666666666667
 speak, english,0.33333333333333337
 spend, abuser,0.4878254824636451
 spend, lager,0.512174517536355
 spray, water,1.0
 squeeze, tearoom,1.0
 store, anything,0.363989603128488
 store, hospital,0.2554078361838258
 store, something,0.12519472450386043
 support, structure,0.7600046522371809
 support, anything,0.23999534776281906
 take, battery,0.2800665280222665
 take, electricity,0.03293739467359062
 take, degree,0.060045896613342406
 take, lot,0.047687899009447844
 take, more,0.05664178655602607
 take, place,0.09961332788465395
 take, briefcase,0.049806663942326974
 take, eletricity,0.049806663942326974
